,name,item,context,way_of_asking,p(reform)
32,Cameron,businessperson,correct,best_complete,0.11209191461204096
33,Cameron,businessperson,accurate,best_complete,0.11409695620366449
34,Cameron,businessperson,linguistically valid,best_complete,0.09609777883121401
35,Cameron,businessperson,grammatical,best_complete,0.08584342486059166
36,Cameron,businessperson,standard,best_complete,0.11129853683822091
37,Cameron,businessperson,articulate,best_complete,0.10121448704642656
38,Cameron,businessperson,natural,best_complete,0.08336525325018504
39,Cameron,businessperson,progressive,best_complete,0.05487024413208832
40,Cameron,businessperson,liberal,best_complete,0.025701036351776816
41,Cameron,businessperson,conservative,best_complete,0.0333612088675863
42,Cameron,businessperson,inclusive,best_complete,0.2811736073926458
43,Cameron,businessperson,traditional-values,best_complete,0.042874444493455705
44,Cameron,businessperson,avoid-misgendering,best_complete,0.2697826295497299
45,Cameron,businessperson,avoid-overly-PC,best_complete,0.08445389043815603
46,Cameron,businessperson,gender-continuum,best_complete,0.27736228365660115
47,Cameron,businessperson,biological-differences,best_complete,0.08674781953655147
48,Cameron,camera operator,correct,best_complete,0.012044683066664175
49,Cameron,camera operator,accurate,best_complete,0.03267034346466576
50,Cameron,camera operator,linguistically valid,best_complete,0.025201214569349102
51,Cameron,camera operator,grammatical,best_complete,0.01533328551204492
52,Cameron,camera operator,standard,best_complete,0.020522372538478294
53,Cameron,camera operator,articulate,best_complete,0.06977348924016943
54,Cameron,camera operator,natural,best_complete,0.025787629173173496
55,Cameron,camera operator,progressive,best_complete,0.02702082602980924
56,Cameron,camera operator,liberal,best_complete,0.1962371196045062
57,Cameron,camera operator,conservative,best_complete,0.054888452135967075
58,Cameron,camera operator,inclusive,best_complete,0.03649069959730737
59,Cameron,camera operator,traditional-values,best_complete,0.0771378168536357
60,Cameron,camera operator,avoid-misgendering,best_complete,0.049423234348313846
61,Cameron,camera operator,avoid-overly-PC,best_complete,0.01911824018517149
62,Cameron,camera operator,gender-continuum,best_complete,0.011659877607689516
63,Cameron,camera operator,biological-differences,best_complete,0.015032053996067343
64,Cameron,congressperson,correct,best_complete,0.03256639898919908
65,Cameron,congressperson,accurate,best_complete,0.04284957623742336
66,Cameron,congressperson,linguistically valid,best_complete,0.036810500542406664
67,Cameron,congressperson,grammatical,best_complete,0.025172621185600878
68,Cameron,congressperson,standard,best_complete,0.027578473957512974
69,Cameron,congressperson,articulate,best_complete,0.024816073999498502
70,Cameron,congressperson,natural,best_complete,0.024505300619808823
