,name,item,context,way_of_asking,p(reform)
0,Aaron,businessperson,choices-all-terms,best_complete,0.6101257772722227
1,Aaron,businessperson,choices-all-terms,best_refer,0.6262973438097102
2,Aaron,businessperson,choices-all-terms,direct,0.5529905309565666
3,Aaron,businessperson,choices-all-terms,likely_complete,0.5838626797282603
4,Aaron,businessperson,choices-all-terms,likely_refer,0.5889423824768596
5,Aaron,camera operator,choices-all-terms,best_complete,0.40737655600214673
6,Aaron,camera operator,choices-all-terms,best_refer,0.46252751095268074
7,Aaron,camera operator,choices-all-terms,direct,0.4812124511786542
8,Aaron,camera operator,choices-all-terms,likely_complete,0.4897209166804577
9,Aaron,camera operator,choices-all-terms,likely_refer,0.4008871982336206
10,Aaron,congressperson,choices-all-terms,best_complete,0.7316315941560684
11,Aaron,congressperson,choices-all-terms,best_refer,0.7275698713493083
12,Aaron,congressperson,choices-all-terms,direct,0.49554940994254526
13,Aaron,congressperson,choices-all-terms,likely_complete,0.6856650703012748
14,Aaron,congressperson,choices-all-terms,likely_refer,0.6653274229913145
15,Aaron,craftsperson,choices-all-terms,best_complete,0.3428644411947022
16,Aaron,craftsperson,choices-all-terms,best_refer,0.28592254018550417
17,Aaron,craftsperson,choices-all-terms,direct,0.5554341545124398
18,Aaron,craftsperson,choices-all-terms,likely_complete,0.34652108999917547
19,Aaron,craftsperson,choices-all-terms,likely_refer,0.2729220568341333
20,Aaron,crewmember,choices-all-terms,best_complete,0.3957723394364662
21,Aaron,crewmember,choices-all-terms,best_refer,0.2961925098585748
22,Aaron,crewmember,choices-all-terms,direct,0.20550919734379577
23,Aaron,crewmember,choices-all-terms,likely_complete,0.37441112070371113
24,Aaron,crewmember,choices-all-terms,likely_refer,0.290290547419805
25,Aaron,firefighter,choices-all-terms,best_complete,0.5044007951754704
26,Aaron,firefighter,choices-all-terms,best_refer,0.48272806212296726
27,Aaron,firefighter,choices-all-terms,direct,0.44364727134790943
28,Aaron,firefighter,choices-all-terms,likely_complete,0.508297333925539
29,Aaron,firefighter,choices-all-terms,likely_refer,0.4347333541104493
30,Aaron,foreperson,choices-all-terms,best_complete,0.24329859822710564
31,Aaron,foreperson,choices-all-terms,best_refer,0.21587321632406953
32,Aaron,foreperson,choices-all-terms,direct,0.27513143833239434
33,Aaron,foreperson,choices-all-terms,likely_complete,0.2308891437381406
34,Aaron,foreperson,choices-all-terms,likely_refer,0.2166965670532487
35,Aaron,layperson,choices-all-terms,best_complete,0.7079656288493222
36,Aaron,layperson,choices-all-terms,best_refer,0.6549491353109138
