,name,item,context,way_of_asking,p(reform)
0,Aaron,businessperson,choices-all-terms,best_complete,0.5839914712954836
1,Aaron,businessperson,choices-all-terms,best_refer,0.599886932987168
2,Aaron,businessperson,choices-all-terms,direct,0.40686249352126497
3,Aaron,businessperson,choices-all-terms,likely_complete,0.579226800875465
4,Aaron,businessperson,choices-all-terms,likely_refer,0.5863676794063316
5,Aaron,camera operator,choices-all-terms,best_complete,0.25704161432322736
6,Aaron,camera operator,choices-all-terms,best_refer,0.30110417500402886
7,Aaron,camera operator,choices-all-terms,direct,0.3745504086294853
8,Aaron,camera operator,choices-all-terms,likely_complete,0.32078940988926924
9,Aaron,camera operator,choices-all-terms,likely_refer,0.32987626101782463
10,Aaron,congressperson,choices-all-terms,best_complete,0.27718533329265943
11,Aaron,congressperson,choices-all-terms,best_refer,0.30000278486687154
12,Aaron,congressperson,choices-all-terms,direct,0.15651006543522966
13,Aaron,congressperson,choices-all-terms,likely_complete,0.25755745355232085
14,Aaron,congressperson,choices-all-terms,likely_refer,0.27264968901643777
15,Aaron,craftsperson,choices-all-terms,best_complete,0.4200646582568894
16,Aaron,craftsperson,choices-all-terms,best_refer,0.37458535246166025
17,Aaron,craftsperson,choices-all-terms,direct,0.3209529712178984
18,Aaron,craftsperson,choices-all-terms,likely_complete,0.4305651245054549
19,Aaron,craftsperson,choices-all-terms,likely_refer,0.38857659736728906
20,Aaron,crewmember,choices-all-terms,best_complete,0.3599572349019106
21,Aaron,crewmember,choices-all-terms,best_refer,0.3669405921438164
22,Aaron,crewmember,choices-all-terms,direct,0.37475680413895
23,Aaron,crewmember,choices-all-terms,likely_complete,0.3710790330529256
24,Aaron,crewmember,choices-all-terms,likely_refer,0.3686477196645172
25,Aaron,firefighter,choices-all-terms,best_complete,0.39858441757400453
26,Aaron,firefighter,choices-all-terms,best_refer,0.4731484343619787
27,Aaron,firefighter,choices-all-terms,direct,0.4455255351809336
28,Aaron,firefighter,choices-all-terms,likely_complete,0.3562703587816283
29,Aaron,firefighter,choices-all-terms,likely_refer,0.420061113825622
30,Aaron,foreperson,choices-all-terms,best_complete,0.1755228468121459
31,Aaron,foreperson,choices-all-terms,best_refer,0.19537098483930496
32,Aaron,foreperson,choices-all-terms,direct,0.15407452699821772
33,Aaron,foreperson,choices-all-terms,likely_complete,0.2025497586769522
34,Aaron,foreperson,choices-all-terms,likely_refer,0.2017624150141891
35,Aaron,layperson,choices-all-terms,best_complete,0.7979133558316875
36,Aaron,layperson,choices-all-terms,best_refer,0.7876237182947207
37,Aaron,layperson,choices-all-terms,direct,0.7378900063431066
38,Aaron,layperson,choices-all-terms,likely_complete,0.8098471917784053
39,Aaron,layperson,choices-all-terms,likely_refer,0.7968952654174206
40,Aaron,meteorologist,choices-all-terms,best_complete,0.9639054406328502
41,Aaron,meteorologist,choices-all-terms,best_refer,0.9496938952231816
42,Aaron,meteorologist,choices-all-terms,direct,0.9379704263630044
43,Aaron,meteorologist,choices-all-terms,likely_complete,0.9518725265449417
44,Aaron,meteorologist,choices-all-terms,likely_refer,0.9434189728928852
45,Aaron,police officer,choices-all-terms,best_complete,0.5621332556101079
46,Aaron,police officer,choices-all-terms,best_refer,0.562782175868494
47,Aaron,police officer,choices-all-terms,direct,0.6055058654218336
48,Aaron,police officer,choices-all-terms,likely_complete,0.6667524193936304
49,Aaron,police officer,choices-all-terms,likely_refer,0.593001482863872
50,Aaron,salesperson,choices-all-terms,best_complete,0.7536904459912924
51,Aaron,salesperson,choices-all-terms,best_refer,0.7663029809015495
52,Aaron,salesperson,choices-all-terms,direct,0.5932978150661433
53,Aaron,salesperson,choices-all-terms,likely_complete,0.7322203792324311
54,Aaron,salesperson,choices-all-terms,likely_refer,0.7436360396146693
55,Aaron,stunt double,choices-all-terms,best_complete,0.001181287553473502
56,Aaron,stunt double,choices-all-terms,best_refer,0.00207745336213444
57,Aaron,stunt double,choices-all-terms,direct,0.02020474044484176
58,Aaron,stunt double,choices-all-terms,likely_complete,0.0026398918491773622
59,Aaron,stunt double,choices-all-terms,likely_refer,0.002271095207578195
60,Adeline,businessperson,choices-all-terms,best_complete,0.6460373974749276
61,Adeline,businessperson,choices-all-terms,best_refer,0.49564843330787794
62,Adeline,businessperson,choices-all-terms,direct,0.2721053028842642
63,Adeline,businessperson,choices-all-terms,likely_complete,0.6165909945932215
64,Adeline,businessperson,choices-all-terms,likely_refer,0.5075814034770848
65,Adeline,camera operator,choices-all-terms,best_complete,0.33270466896465856
66,Adeline,camera operator,choices-all-terms,best_refer,0.3090342940816035
67,Adeline,camera operator,choices-all-terms,direct,0.3069246463303666
68,Adeline,camera operator,choices-all-terms,likely_complete,0.3926902187081285
69,Adeline,camera operator,choices-all-terms,likely_refer,0.3598226967339462
70,Adeline,congressperson,choices-all-terms,best_complete,0.3083158282483232
71,Adeline,congressperson,choices-all-terms,best_refer,0.22143086162222
72,Adeline,congressperson,choices-all-terms,direct,0.1003574215504809
73,Adeline,congressperson,choices-all-terms,likely_complete,0.28548743097094526
74,Adeline,congressperson,choices-all-terms,likely_refer,0.205318291910048
75,Adeline,craftsperson,choices-all-terms,best_complete,0.568789118038956
76,Adeline,craftsperson,choices-all-terms,best_refer,0.4344623865245878
77,Adeline,craftsperson,choices-all-terms,direct,0.3453871258089405
78,Adeline,craftsperson,choices-all-terms,likely_complete,0.5555342666797493
79,Adeline,craftsperson,choices-all-terms,likely_refer,0.43856504704618365
80,Adeline,crewmember,choices-all-terms,best_complete,0.4359223021753918
81,Adeline,crewmember,choices-all-terms,best_refer,0.3866067536337578
82,Adeline,crewmember,choices-all-terms,direct,0.3515212730131973
83,Adeline,crewmember,choices-all-terms,likely_complete,0.4333209208164493
84,Adeline,crewmember,choices-all-terms,likely_refer,0.39746154141428885
85,Adeline,firefighter,choices-all-terms,best_complete,0.2139928547333475
86,Adeline,firefighter,choices-all-terms,best_refer,0.34171978415852805
87,Adeline,firefighter,choices-all-terms,direct,0.40867784509170596
88,Adeline,firefighter,choices-all-terms,likely_complete,0.21110299711426903
89,Adeline,firefighter,choices-all-terms,likely_refer,0.2600515608672635
90,Adeline,foreperson,choices-all-terms,best_complete,0.22154873784368767
91,Adeline,foreperson,choices-all-terms,best_refer,0.15107133327387604
92,Adeline,foreperson,choices-all-terms,direct,0.08385555197885847
93,Adeline,foreperson,choices-all-terms,likely_complete,0.25196488575616977
94,Adeline,foreperson,choices-all-terms,likely_refer,0.1694294910881287
95,Adeline,layperson,choices-all-terms,best_complete,0.8440630342306211
96,Adeline,layperson,choices-all-terms,best_refer,0.7738197797238353
97,Adeline,layperson,choices-all-terms,direct,0.689976198511935
98,Adeline,layperson,choices-all-terms,likely_complete,0.8266693975678908
99,Adeline,layperson,choices-all-terms,likely_refer,0.7931941214073402
100,Adeline,meteorologist,choices-all-terms,best_complete,0.8503936192207359
101,Adeline,meteorologist,choices-all-terms,best_refer,0.789421496699251
102,Adeline,meteorologist,choices-all-terms,direct,0.8738177387454481
103,Adeline,meteorologist,choices-all-terms,likely_complete,0.8267092533945054
104,Adeline,meteorologist,choices-all-terms,likely_refer,0.7731076870611044
105,Adeline,police officer,choices-all-terms,best_complete,0.6069395047085981
106,Adeline,police officer,choices-all-terms,best_refer,0.5431920155662614
107,Adeline,police officer,choices-all-terms,direct,0.5143234854807893
108,Adeline,police officer,choices-all-terms,likely_complete,0.6615857886274524
109,Adeline,police officer,choices-all-terms,likely_refer,0.5839439344949907
110,Adeline,salesperson,choices-all-terms,best_complete,0.7844503083850564
111,Adeline,salesperson,choices-all-terms,best_refer,0.6772236231490272
112,Adeline,salesperson,choices-all-terms,direct,0.5007529932528366
113,Adeline,salesperson,choices-all-terms,likely_complete,0.7563884727378856
114,Adeline,salesperson,choices-all-terms,likely_refer,0.687663252126189
115,Adeline,stunt double,choices-all-terms,best_complete,0.003929808091784705
116,Adeline,stunt double,choices-all-terms,best_refer,0.007644882508755624
117,Adeline,stunt double,choices-all-terms,direct,0.03884004211850248
118,Adeline,stunt double,choices-all-terms,likely_complete,0.010743700951764218
119,Adeline,stunt double,choices-all-terms,likely_refer,0.008723373058404755
120,Alex,businessperson,choices-all-terms,best_complete,0.5060639800560142
121,Alex,businessperson,choices-all-terms,best_refer,0.5633153944514141
122,Alex,businessperson,choices-all-terms,direct,0.39246433458030866
123,Alex,businessperson,choices-all-terms,likely_complete,0.4706616776411294
124,Alex,businessperson,choices-all-terms,likely_refer,0.5409111432523194
125,Alex,camera operator,choices-all-terms,best_complete,0.2535572109287099
126,Alex,camera operator,choices-all-terms,best_refer,0.3954107544576702
127,Alex,camera operator,choices-all-terms,direct,0.43802971912179794
128,Alex,camera operator,choices-all-terms,likely_complete,0.3265725471094519
129,Alex,camera operator,choices-all-terms,likely_refer,0.4322060049322937
130,Alex,congressperson,choices-all-terms,best_complete,0.2336389172225812
131,Alex,congressperson,choices-all-terms,best_refer,0.27864939162388186
132,Alex,congressperson,choices-all-terms,direct,0.1493218724921027
133,Alex,congressperson,choices-all-terms,likely_complete,0.20910045477827557
134,Alex,congressperson,choices-all-terms,likely_refer,0.24380559050757974
135,Alex,craftsperson,choices-all-terms,best_complete,0.4024310899419062
136,Alex,craftsperson,choices-all-terms,best_refer,0.4049724973248992
137,Alex,craftsperson,choices-all-terms,direct,0.37408858934257827
138,Alex,craftsperson,choices-all-terms,likely_complete,0.407337121085993
139,Alex,craftsperson,choices-all-terms,likely_refer,0.415856204238568
140,Alex,crewmember,choices-all-terms,best_complete,0.3169673706707376
141,Alex,crewmember,choices-all-terms,best_refer,0.3986334287965592
142,Alex,crewmember,choices-all-terms,direct,0.4023451674540855
143,Alex,crewmember,choices-all-terms,likely_complete,0.3259637372744753
144,Alex,crewmember,choices-all-terms,likely_refer,0.40904132448559766
145,Alex,firefighter,choices-all-terms,best_complete,0.38088252895705765
146,Alex,firefighter,choices-all-terms,best_refer,0.4795234219521869
147,Alex,firefighter,choices-all-terms,direct,0.4443040020449926
148,Alex,firefighter,choices-all-terms,likely_complete,0.34818876111769304
149,Alex,firefighter,choices-all-terms,likely_refer,0.43363475668204005
150,Alex,foreperson,choices-all-terms,best_complete,0.16773121118237744
151,Alex,foreperson,choices-all-terms,best_refer,0.22077543897853788
152,Alex,foreperson,choices-all-terms,direct,0.15603483569103432
153,Alex,foreperson,choices-all-terms,likely_complete,0.19841536257833434
154,Alex,foreperson,choices-all-terms,likely_refer,0.23338518525173613
155,Alex,layperson,choices-all-terms,best_complete,0.762390891350171
156,Alex,layperson,choices-all-terms,best_refer,0.8072268055261257
157,Alex,layperson,choices-all-terms,direct,0.738094212488944
158,Alex,layperson,choices-all-terms,likely_complete,0.7649032285629388
159,Alex,layperson,choices-all-terms,likely_refer,0.8011857495538758
160,Alex,meteorologist,choices-all-terms,best_complete,0.9646737157230709
161,Alex,meteorologist,choices-all-terms,best_refer,0.9506570912610921
162,Alex,meteorologist,choices-all-terms,direct,0.9495551434862536
163,Alex,meteorologist,choices-all-terms,likely_complete,0.9445314502751357
164,Alex,meteorologist,choices-all-terms,likely_refer,0.9417689595480646
165,Alex,police officer,choices-all-terms,best_complete,0.4476341191956936
166,Alex,police officer,choices-all-terms,best_refer,0.5544560446658418
167,Alex,police officer,choices-all-terms,direct,0.5978133417067032
168,Alex,police officer,choices-all-terms,likely_complete,0.5602465211355219
169,Alex,police officer,choices-all-terms,likely_refer,0.5815324426355525
170,Alex,salesperson,choices-all-terms,best_complete,0.7286745603196599
