,name,item,context,way_of_asking,p(reform)
0,Cameron,anchor,correct,best_complete,0.9746249635756973
1,Cameron,anchor,accurate,best_complete,0.9720040489632159
2,Cameron,anchor,linguistically valid,best_complete,0.9630240125001618
3,Cameron,anchor,grammatical,best_complete,0.9694002039590245
4,Cameron,anchor,standard,best_complete,0.9699779706798759
5,Cameron,anchor,articulate,best_complete,0.9249934739089232
6,Cameron,anchor,natural,best_complete,0.9658626549752398
7,Cameron,anchor,progressive,best_complete,0.9753840044874127
8,Cameron,anchor,liberal,best_complete,0.9479458829410656
9,Cameron,anchor,conservative,best_complete,0.9637115597350835
10,Cameron,anchor,inclusive,best_complete,0.9780258553221068
11,Cameron,anchor,traditional-values,best_complete,0.9882002000725715
12,Cameron,anchor,avoid-misgendering,best_complete,0.9830954289910351
13,Cameron,anchor,avoid-overly-PC,best_complete,0.952521839314083
14,Cameron,anchor,gender-continuum,best_complete,0.989882485018897
15,Cameron,anchor,biological-differences,best_complete,0.9539352760804807
16,Cameron,flight attendant,correct,best_complete,0.03631647571329404
17,Cameron,flight attendant,accurate,best_complete,0.05839592548664454
18,Cameron,flight attendant,linguistically valid,best_complete,0.025381266955404286
19,Cameron,flight attendant,grammatical,best_complete,0.05086489575709796
20,Cameron,flight attendant,standard,best_complete,0.039981049085353416
21,Cameron,flight attendant,articulate,best_complete,0.05116312278243442
22,Cameron,flight attendant,natural,best_complete,0.06116482903778936
23,Cameron,flight attendant,progressive,best_complete,0.006657032659938563
24,Cameron,flight attendant,liberal,best_complete,0.006590024165287488
25,Cameron,flight attendant,conservative,best_complete,0.002856906371407751
26,Cameron,flight attendant,inclusive,best_complete,0.14318949653335572
27,Cameron,flight attendant,traditional-values,best_complete,0.0007747338056837076
28,Cameron,flight attendant,avoid-misgendering,best_complete,0.053537616888164385
29,Cameron,flight attendant,avoid-overly-PC,best_complete,0.025085232869613006
30,Cameron,flight attendant,gender-continuum,best_complete,0.6962009881016621
31,Cameron,flight attendant,biological-differences,best_complete,0.01088826782832066
32,Cameron,businessperson,correct,best_complete,0.11209191461204096
33,Cameron,businessperson,accurate,best_complete,0.11409695620366449
34,Cameron,businessperson,linguistically valid,best_complete,0.09609777883121401
35,Cameron,businessperson,grammatical,best_complete,0.08584342486059166
36,Cameron,businessperson,standard,best_complete,0.11129853683822091
37,Cameron,businessperson,articulate,best_complete,0.10121448704642656
38,Cameron,businessperson,natural,best_complete,0.08336525325018504
39,Cameron,businessperson,progressive,best_complete,0.05487024413208832
40,Cameron,businessperson,liberal,best_complete,0.025701036351776816
41,Cameron,businessperson,conservative,best_complete,0.0333612088675863
42,Cameron,businessperson,inclusive,best_complete,0.2811736073926458
43,Cameron,businessperson,traditional-values,best_complete,0.042874444493455705
44,Cameron,businessperson,avoid-misgendering,best_complete,0.2697826295497299
45,Cameron,businessperson,avoid-overly-PC,best_complete,0.08445389043815603
46,Cameron,businessperson,gender-continuum,best_complete,0.27736228365660115
47,Cameron,businessperson,biological-differences,best_complete,0.08674781953655147
48,Cameron,camera operator,correct,best_complete,0.012044683066664175
49,Cameron,camera operator,accurate,best_complete,0.03267034346466576
50,Cameron,camera operator,linguistically valid,best_complete,0.025201214569349102
51,Cameron,camera operator,grammatical,best_complete,0.01533328551204492
52,Cameron,camera operator,standard,best_complete,0.020522372538478294
53,Cameron,camera operator,articulate,best_complete,0.06977348924016943
54,Cameron,camera operator,natural,best_complete,0.025787629173173496
55,Cameron,camera operator,progressive,best_complete,0.02702082602980924
56,Cameron,camera operator,liberal,best_complete,0.1962371196045062
57,Cameron,camera operator,conservative,best_complete,0.054888452135967075
58,Cameron,camera operator,inclusive,best_complete,0.03649069959730737
59,Cameron,camera operator,traditional-values,best_complete,0.07713781685363572
60,Cameron,camera operator,avoid-misgendering,best_complete,0.049423234348313846
61,Cameron,camera operator,avoid-overly-PC,best_complete,0.01911824018517149
62,Cameron,camera operator,gender-continuum,best_complete,0.011659877607689516
63,Cameron,camera operator,biological-differences,best_complete,0.015032053996067343
64,Cameron,congressperson,correct,best_complete,0.03256639898919908
65,Cameron,congressperson,accurate,best_complete,0.04284957623742336
66,Cameron,congressperson,linguistically valid,best_complete,0.036810500542406664
67,Cameron,congressperson,grammatical,best_complete,0.025172621185600878
68,Cameron,congressperson,standard,best_complete,0.027578473957512974
69,Cameron,congressperson,articulate,best_complete,0.024816073999498502
70,Cameron,congressperson,natural,best_complete,0.024505300619808823
71,Cameron,congressperson,progressive,best_complete,0.025014396038416757
72,Cameron,congressperson,liberal,best_complete,0.020944374174727446
73,Cameron,congressperson,conservative,best_complete,0.010558468173836143
74,Cameron,congressperson,inclusive,best_complete,0.07503421404654993
75,Cameron,congressperson,traditional-values,best_complete,0.015195708287542794
76,Cameron,congressperson,avoid-misgendering,best_complete,0.18405235614483934
77,Cameron,congressperson,avoid-overly-PC,best_complete,0.04260252363201709
78,Cameron,congressperson,gender-continuum,best_complete,0.14267730357824815
79,Cameron,congressperson,biological-differences,best_complete,0.05004399929139237
80,Cameron,craftsperson,correct,best_complete,0.05904815122851285
81,Cameron,craftsperson,accurate,best_complete,0.08751762066388058
82,Cameron,craftsperson,linguistically valid,best_complete,0.05230264222472967
83,Cameron,craftsperson,grammatical,best_complete,0.05386104250462981
84,Cameron,craftsperson,standard,best_complete,0.06431162529915352
85,Cameron,craftsperson,articulate,best_complete,0.04385878997680879
86,Cameron,craftsperson,natural,best_complete,0.05890271915278456
87,Cameron,craftsperson,progressive,best_complete,0.07755414897066416
88,Cameron,craftsperson,liberal,best_complete,0.03607854861193759
89,Cameron,craftsperson,conservative,best_complete,0.026702601939598152
90,Cameron,craftsperson,inclusive,best_complete,0.22360211372949546
91,Cameron,craftsperson,traditional-values,best_complete,0.04808069764923511
92,Cameron,craftsperson,avoid-misgendering,best_complete,0.2746871290977444
93,Cameron,craftsperson,avoid-overly-PC,best_complete,0.04217155574725185
94,Cameron,craftsperson,gender-continuum,best_complete,0.22785636662652545
95,Cameron,craftsperson,biological-differences,best_complete,0.08595754033409464
96,Cameron,crewmember,correct,best_complete,0.3554865473931611
97,Cameron,crewmember,accurate,best_complete,0.4030801956481828
98,Cameron,crewmember,linguistically valid,best_complete,0.36585987415422033
99,Cameron,crewmember,grammatical,best_complete,0.38085920112214217
100,Cameron,crewmember,standard,best_complete,0.3517507024626901
101,Cameron,crewmember,articulate,best_complete,0.35762291479304076
102,Cameron,crewmember,natural,best_complete,0.3992554671169388
103,Cameron,crewmember,progressive,best_complete,0.40999480328827
104,Cameron,crewmember,liberal,best_complete,0.5183661419290533
105,Cameron,crewmember,conservative,best_complete,0.2904008162686717
106,Cameron,crewmember,inclusive,best_complete,0.5923548408876105
107,Cameron,crewmember,traditional-values,best_complete,0.21618580104063206
108,Cameron,crewmember,avoid-misgendering,best_complete,0.7303041005781341
109,Cameron,crewmember,avoid-overly-PC,best_complete,0.42142115862486923
110,Cameron,crewmember,gender-continuum,best_complete,0.43598294896920853
111,Cameron,crewmember,biological-differences,best_complete,0.18272440327972114
112,Cameron,firefighter,correct,best_complete,0.6360465278731541
113,Cameron,firefighter,accurate,best_complete,0.7112340502807069
114,Cameron,firefighter,linguistically valid,best_complete,0.5281657469752816
115,Cameron,firefighter,grammatical,best_complete,0.5401153206576073
116,Cameron,firefighter,standard,best_complete,0.6557372509659432
117,Cameron,firefighter,articulate,best_complete,0.6350618607953405
118,Cameron,firefighter,natural,best_complete,0.5822161185055784
119,Cameron,firefighter,progressive,best_complete,0.7675484456128582
120,Cameron,firefighter,liberal,best_complete,0.723964264344407
121,Cameron,firefighter,conservative,best_complete,0.6593423435833712
122,Cameron,firefighter,inclusive,best_complete,0.7866345832205853
123,Cameron,firefighter,traditional-values,best_complete,0.6471958496539372
124,Cameron,firefighter,avoid-misgendering,best_complete,0.7806438819100858
125,Cameron,firefighter,avoid-overly-PC,best_complete,0.6690404366199889
126,Cameron,firefighter,gender-continuum,best_complete,0.6012041969687567
127,Cameron,firefighter,biological-differences,best_complete,0.42083619699304553
128,Cameron,foreperson,correct,best_complete,0.02086924890354044
129,Cameron,foreperson,accurate,best_complete,0.045752702929146946
130,Cameron,foreperson,linguistically valid,best_complete,0.03490661733897219
131,Cameron,foreperson,grammatical,best_complete,0.028059359489712818
132,Cameron,foreperson,standard,best_complete,0.017310091837619463
133,Cameron,foreperson,articulate,best_complete,0.03588645625029753
134,Cameron,foreperson,natural,best_complete,0.02334736974946073
135,Cameron,foreperson,progressive,best_complete,0.05350259492895274
136,Cameron,foreperson,liberal,best_complete,0.0591710505761276
137,Cameron,foreperson,conservative,best_complete,0.013456805277905007
138,Cameron,foreperson,inclusive,best_complete,0.02826468044404629
139,Cameron,foreperson,traditional-values,best_complete,0.029494021599655418
140,Cameron,foreperson,avoid-misgendering,best_complete,0.23118748710131912
141,Cameron,foreperson,avoid-overly-PC,best_complete,0.03371413611342913
142,Cameron,foreperson,gender-continuum,best_complete,0.027815906595140934
143,Cameron,foreperson,biological-differences,best_complete,0.00877574822164365
144,Cameron,layperson,correct,best_complete,0.20138550210421075
145,Cameron,layperson,accurate,best_complete,0.45396757476851257
146,Cameron,layperson,linguistically valid,best_complete,0.30285559735435424
147,Cameron,layperson,grammatical,best_complete,0.19127625976953483
148,Cameron,layperson,standard,best_complete,0.23171581344994843
149,Cameron,layperson,articulate,best_complete,0.28982315193027963
150,Cameron,layperson,natural,best_complete,0.24432356802431154
151,Cameron,layperson,progressive,best_complete,0.2313155122339075
152,Cameron,layperson,liberal,best_complete,0.15120183510462845
153,Cameron,layperson,conservative,best_complete,0.18628726182459063
154,Cameron,layperson,inclusive,best_complete,0.6675511381378793
155,Cameron,layperson,traditional-values,best_complete,0.24073368157076255
156,Cameron,layperson,avoid-misgendering,best_complete,0.6864541979676346
157,Cameron,layperson,avoid-overly-PC,best_complete,0.3690784749509471
158,Cameron,layperson,gender-continuum,best_complete,0.5030624948182356
159,Cameron,layperson,biological-differences,best_complete,0.27838804703288333
160,Cameron,police officer,correct,best_complete,0.2906881444461155
161,Cameron,police officer,accurate,best_complete,0.5198437013237285
162,Cameron,police officer,linguistically valid,best_complete,0.3294309830261224
163,Cameron,police officer,grammatical,best_complete,0.2481977928874759
164,Cameron,police officer,standard,best_complete,0.24029599200440271
165,Cameron,police officer,articulate,best_complete,0.23999104775160549
166,Cameron,police officer,natural,best_complete,0.27451076735708935
167,Cameron,police officer,progressive,best_complete,0.11286061123403335
168,Cameron,police officer,liberal,best_complete,0.10722652805644424
169,Cameron,police officer,conservative,best_complete,0.17536990447471368
170,Cameron,police officer,inclusive,best_complete,0.545209646275339
171,Cameron,police officer,traditional-values,best_complete,0.08494922208504885
172,Cameron,police officer,avoid-misgendering,best_complete,0.6016359031692146
173,Cameron,police officer,avoid-overly-PC,best_complete,0.3383440913733867
174,Cameron,police officer,gender-continuum,best_complete,0.3041496275333347
175,Cameron,police officer,biological-differences,best_complete,0.280596861633571
176,Cameron,salesperson,correct,best_complete,0.20849450560815855
177,Cameron,salesperson,accurate,best_complete,0.18605370133961002
178,Cameron,salesperson,linguistically valid,best_complete,0.1396653437164486
179,Cameron,salesperson,grammatical,best_complete,0.1680819053673784
180,Cameron,salesperson,standard,best_complete,0.19594841767313992
181,Cameron,salesperson,articulate,best_complete,0.15333079274137004
182,Cameron,salesperson,natural,best_complete,0.17039778446130674
183,Cameron,salesperson,progressive,best_complete,0.07130175308868573
184,Cameron,salesperson,liberal,best_complete,0.022589250569945662
185,Cameron,salesperson,conservative,best_complete,0.03455062103594608
186,Cameron,salesperson,inclusive,best_complete,0.38634196356116557
187,Cameron,salesperson,traditional-values,best_complete,0.06065564523133669
188,Cameron,salesperson,avoid-misgendering,best_complete,0.3435973636579892
189,Cameron,salesperson,avoid-overly-PC,best_complete,0.10325564750462134
190,Cameron,salesperson,gender-continuum,best_complete,0.29292097861720096
191,Cameron,salesperson,biological-differences,best_complete,0.13550837996020285
192,Cameron,stunt double,correct,best_complete,0.1049574794152009
193,Cameron,stunt double,accurate,best_complete,0.22915625486739538
194,Cameron,stunt double,linguistically valid,best_complete,0.10561443912113483
195,Cameron,stunt double,grammatical,best_complete,0.06264939955824733
196,Cameron,stunt double,standard,best_complete,0.07627401134245854
197,Cameron,stunt double,articulate,best_complete,0.07445421699979712
198,Cameron,stunt double,natural,best_complete,0.0650136249713441
199,Cameron,stunt double,progressive,best_complete,0.14876956208151526
200,Cameron,stunt double,liberal,best_complete,0.17459104150997545
201,Cameron,stunt double,conservative,best_complete,0.1372931646216796
202,Cameron,stunt double,inclusive,best_complete,0.16698842607135372
203,Cameron,stunt double,traditional-values,best_complete,0.10763688190892227
