,name,item,context,way_of_asking,p(reform)
32,Cameron,businessperson,correct,best_complete,0.004246217613590852
33,Cameron,businessperson,accurate,best_complete,0.004226124599697081
34,Cameron,businessperson,linguistically valid,best_complete,0.009345732603920114
35,Cameron,businessperson,grammatical,best_complete,0.0038434424305992146
36,Cameron,businessperson,standard,best_complete,0.006998154436043667
37,Cameron,businessperson,articulate,best_complete,0.01056898261728513
38,Cameron,businessperson,natural,best_complete,0.005932609315014594
39,Cameron,businessperson,progressive,best_complete,0.014141609482623338
40,Cameron,businessperson,liberal,best_complete,0.04624531155439884
41,Cameron,businessperson,conservative,best_complete,0.018322829951105863
42,Cameron,businessperson,inclusive,best_complete,0.007346136712582681
43,Cameron,businessperson,traditional-values,best_complete,0.012363186527478618
44,Cameron,businessperson,avoid-misgendering,best_complete,0.018695020658750016
45,Cameron,businessperson,avoid-overly-PC,best_complete,0.016289018173396577
46,Cameron,businessperson,gender-continuum,best_complete,0.022847565255495375
47,Cameron,businessperson,biological-differences,best_complete,0.01117883794316382
48,Cameron,camera operator,correct,best_complete,0.001798207439282614
49,Cameron,camera operator,accurate,best_complete,0.00558238425218845
50,Cameron,camera operator,linguistically valid,best_complete,0.02938222722065041
51,Cameron,camera operator,grammatical,best_complete,0.008143833773805157
52,Cameron,camera operator,standard,best_complete,0.015495659753728198
53,Cameron,camera operator,articulate,best_complete,0.009022398354374324
54,Cameron,camera operator,natural,best_complete,0.0058203043863805206
55,Cameron,camera operator,progressive,best_complete,0.017504091262386137
56,Cameron,camera operator,liberal,best_complete,0.043002370943812346
57,Cameron,camera operator,conservative,best_complete,0.013112627777243634
58,Cameron,camera operator,inclusive,best_complete,0.005851358701567607
59,Cameron,camera operator,traditional-values,best_complete,0.012568025783011427
60,Cameron,camera operator,avoid-misgendering,best_complete,0.0028832409499979297
61,Cameron,camera operator,avoid-overly-PC,best_complete,0.05127427713381199
62,Cameron,camera operator,gender-continuum,best_complete,0.010488133761151356
63,Cameron,camera operator,biological-differences,best_complete,0.003614410328375089
64,Cameron,congressperson,correct,best_complete,0.00025110255496120845
65,Cameron,congressperson,accurate,best_complete,0.00021124538558414796
66,Cameron,congressperson,linguistically valid,best_complete,0.0007668114167532073
67,Cameron,congressperson,grammatical,best_complete,0.00038723352573419295
68,Cameron,congressperson,standard,best_complete,0.000721775914206617
69,Cameron,congressperson,articulate,best_complete,0.00029294130758688355
70,Cameron,congressperson,natural,best_complete,0.0002429099593702443
71,Cameron,congressperson,progressive,best_complete,0.00042924890485633317
72,Cameron,congressperson,liberal,best_complete,0.0015119032351960545
73,Cameron,congressperson,conservative,best_complete,0.00025570331419974893
74,Cameron,congressperson,inclusive,best_complete,0.00047228542289918005
75,Cameron,congressperson,traditional-values,best_complete,0.0005501187761237812
76,Cameron,congressperson,avoid-misgendering,best_complete,0.000245378609725101
77,Cameron,congressperson,avoid-overly-PC,best_complete,0.0010532928635879062
78,Cameron,congressperson,gender-continuum,best_complete,0.0014668396881330678
79,Cameron,congressperson,biological-differences,best_complete,0.000651179100977992
80,Cameron,craftsperson,correct,best_complete,0.0015670204677961127
81,Cameron,craftsperson,accurate,best_complete,0.0014414627824439418
82,Cameron,craftsperson,linguistically valid,best_complete,0.0042629010328883036
83,Cameron,craftsperson,grammatical,best_complete,0.0032688631796783103
84,Cameron,craftsperson,standard,best_complete,0.0027641693397970307
85,Cameron,craftsperson,articulate,best_complete,0.002610087014942536
86,Cameron,craftsperson,natural,best_complete,0.0037654676848174746
87,Cameron,craftsperson,progressive,best_complete,0.004041232763034284
88,Cameron,craftsperson,liberal,best_complete,0.006660414867316469
89,Cameron,craftsperson,conservative,best_complete,0.0024326310416603993
90,Cameron,craftsperson,inclusive,best_complete,0.002937962435565794
91,Cameron,craftsperson,traditional-values,best_complete,0.003694327612724516
92,Cameron,craftsperson,avoid-misgendering,best_complete,0.004794515658447505
93,Cameron,craftsperson,avoid-overly-PC,best_complete,0.004995431449973963
94,Cameron,craftsperson,gender-continuum,best_complete,0.012386859900455053
95,Cameron,craftsperson,biological-differences,best_complete,0.007326534034769878
96,Cameron,crewmember,correct,best_complete,0.16409881417203118
97,Cameron,crewmember,accurate,best_complete,0.19344989595641254
98,Cameron,crewmember,linguistically valid,best_complete,0.2358301705963731
99,Cameron,crewmember,grammatical,best_complete,0.126579405116381
100,Cameron,crewmember,standard,best_complete,0.10374339183476396
101,Cameron,crewmember,articulate,best_complete,0.18223065264811047
102,Cameron,crewmember,natural,best_complete,0.16288424889751832
103,Cameron,crewmember,progressive,best_complete,0.23427238638654074
