,name,item,context,way_of_asking,p(reform)
0,Aaron,businessperson,avoid-misgendering,best_complete,0.000990004249681567
1,Aaron,camera operator,avoid-misgendering,best_complete,4.487121096725602e-05
2,Aaron,congressperson,avoid-misgendering,best_complete,0.0016450419165295323
3,Aaron,craftsperson,avoid-misgendering,best_complete,0.0659076803351445
4,Aaron,crewmember,avoid-misgendering,best_complete,0.31197067547463947
5,Aaron,firefighter,avoid-misgendering,best_complete,0.9245670742274112
7,Aaron,foreperson,avoid-misgendering,best_complete,0.03916116908519751
8,Aaron,layperson,avoid-misgendering,best_complete,0.216188564301165
9,Aaron,meteorologist,avoid-misgendering,best_complete,0.9732743892386657
10,Aaron,police officer,avoid-misgendering,best_complete,0.021179011834878053
11,Aaron,salesperson,avoid-misgendering,best_complete,0.21662981413776164
12,Aaron,stunt double,avoid-misgendering,best_complete,5.503079276682542e-05
14,Adeline,businessperson,avoid-misgendering,best_complete,0.008321793215706941
15,Adeline,camera operator,avoid-misgendering,best_complete,0.00010283820673241047
16,Adeline,congressperson,avoid-misgendering,best_complete,0.007938995396116795
17,Adeline,craftsperson,avoid-misgendering,best_complete,0.439946891984519
18,Adeline,crewmember,avoid-misgendering,best_complete,0.6465649109535032
19,Adeline,firefighter,avoid-misgendering,best_complete,0.9351285358747602
21,Adeline,foreperson,avoid-misgendering,best_complete,0.1868633836787619
22,Adeline,layperson,avoid-misgendering,best_complete,0.49044509258556357
23,Adeline,meteorologist,avoid-misgendering,best_complete,0.9659098260846435
24,Adeline,police officer,avoid-misgendering,best_complete,0.00617412432469219
25,Adeline,salesperson,avoid-misgendering,best_complete,0.36760448123635087
26,Adeline,stunt double,avoid-misgendering,best_complete,0.00013263487477745663
28,Alex,businessperson,avoid-misgendering,best_complete,0.006892219535553159
29,Alex,camera operator,avoid-misgendering,best_complete,2.5187989904505603e-05
30,Alex,congressperson,avoid-misgendering,best_complete,0.002679897650688712
31,Alex,craftsperson,avoid-misgendering,best_complete,0.1931494257044921
32,Alex,crewmember,avoid-misgendering,best_complete,0.37422283863947065
33,Alex,firefighter,avoid-misgendering,best_complete,0.9497438625664694
35,Alex,foreperson,avoid-misgendering,best_complete,0.08988885515825919
36,Alex,layperson,avoid-misgendering,best_complete,0.21791340582061997
37,Alex,meteorologist,avoid-misgendering,best_complete,0.9414507097070446
