,name,item,context,way_of_asking,p(reform)
0,Aaron,anchor,choices-all-terms,best_complete,0.589165478545238
1,Aaron,anchor,choices-all-terms,best_refer,0.6534154091520873
2,Aaron,anchor,choices-all-terms,direct,0.5731240664721743
3,Aaron,anchor,choices-all-terms,likely_complete,0.5492071814632801
4,Aaron,anchor,choices-all-terms,likely_refer,0.570868548101455
5,Aaron,businessperson,choices-all-terms,best_complete,0.4274878688629224
6,Aaron,businessperson,choices-all-terms,best_refer,0.491048649449971
7,Aaron,businessperson,choices-all-terms,direct,0.4396156541553158
8,Aaron,businessperson,choices-all-terms,likely_complete,0.3599930132553808
9,Aaron,businessperson,choices-all-terms,likely_refer,0.38939179007498287
10,Aaron,camera operator,choices-all-terms,best_complete,0.33511433242029315
11,Aaron,camera operator,choices-all-terms,best_refer,0.40734866932158115
12,Aaron,camera operator,choices-all-terms,direct,0.5795386347971695
13,Aaron,camera operator,choices-all-terms,likely_complete,0.31816416473994563
14,Aaron,camera operator,choices-all-terms,likely_refer,0.35245189945017236
15,Aaron,congressperson,choices-all-terms,best_complete,0.10884865556361377
16,Aaron,congressperson,choices-all-terms,best_refer,0.1284259736967712
17,Aaron,congressperson,choices-all-terms,direct,0.16093528116768943
18,Aaron,congressperson,choices-all-terms,likely_complete,0.08161632007300056
19,Aaron,congressperson,choices-all-terms,likely_refer,0.07532222237934454
20,Aaron,craftsperson,choices-all-terms,best_complete,0.21499201106720536
21,Aaron,craftsperson,choices-all-terms,best_refer,0.22993189380200194
22,Aaron,craftsperson,choices-all-terms,direct,0.21543950136763812
23,Aaron,craftsperson,choices-all-terms,likely_complete,0.18586210173160347
24,Aaron,craftsperson,choices-all-terms,likely_refer,0.15950094279568966
25,Aaron,crewmember,choices-all-terms,best_complete,0.37267732531310455
26,Aaron,crewmember,choices-all-terms,best_refer,0.42721072219533057
27,Aaron,crewmember,choices-all-terms,direct,0.20145574651924206
28,Aaron,crewmember,choices-all-terms,likely_complete,0.3138648322257062
29,Aaron,crewmember,choices-all-terms,likely_refer,0.33502128860544816
30,Aaron,firefighter,choices-all-terms,best_complete,0.6183108709853447
31,Aaron,firefighter,choices-all-terms,best_refer,0.6481234816007989
32,Aaron,firefighter,choices-all-terms,direct,0.7726423172445256
33,Aaron,firefighter,choices-all-terms,likely_complete,0.5670530562104025
34,Aaron,firefighter,choices-all-terms,likely_refer,0.6199550884302883
35,Aaron,flight attendant,choices-all-terms,best_complete,0.28828828085192376
36,Aaron,flight attendant,choices-all-terms,best_refer,0.2513408453548195
37,Aaron,flight attendant,choices-all-terms,direct,0.6830883413102394
38,Aaron,flight attendant,choices-all-terms,likely_complete,0.39306298870182915
39,Aaron,flight attendant,choices-all-terms,likely_refer,0.2727564239932257
40,Aaron,foreperson,choices-all-terms,best_complete,0.44768973039479826
41,Aaron,foreperson,choices-all-terms,best_refer,0.3792595976758711
42,Aaron,foreperson,choices-all-terms,direct,0.41612682787840344
43,Aaron,foreperson,choices-all-terms,likely_complete,0.4162627572339028
44,Aaron,foreperson,choices-all-terms,likely_refer,0.32629992770525584
45,Aaron,layperson,choices-all-terms,best_complete,0.47823363329327445
46,Aaron,layperson,choices-all-terms,best_refer,0.5046580887723909
47,Aaron,layperson,choices-all-terms,direct,0.6400349071792739
48,Aaron,layperson,choices-all-terms,likely_complete,0.4362463017385914
49,Aaron,layperson,choices-all-terms,likely_refer,0.4017838246355059
50,Aaron,meteorologist,choices-all-terms,best_complete,0.5890012559217908
51,Aaron,meteorologist,choices-all-terms,best_refer,0.4526968976644509
52,Aaron,meteorologist,choices-all-terms,direct,0.7709666583000252
53,Aaron,meteorologist,choices-all-terms,likely_complete,0.5879286628559345
54,Aaron,meteorologist,choices-all-terms,likely_refer,0.35482263095004457
55,Aaron,police officer,choices-all-terms,best_complete,0.8429807326014974
56,Aaron,police officer,choices-all-terms,best_refer,0.7851767472321539
57,Aaron,police officer,choices-all-terms,direct,0.8616060803419273
58,Aaron,police officer,choices-all-terms,likely_complete,0.8202179987380583
59,Aaron,police officer,choices-all-terms,likely_refer,0.7472686186286489
60,Aaron,salesperson,choices-all-terms,best_complete,0.4065145027306436
61,Aaron,salesperson,choices-all-terms,best_refer,0.41418105679925715
62,Aaron,salesperson,choices-all-terms,direct,0.57034643427186
63,Aaron,salesperson,choices-all-terms,likely_complete,0.3475062653852558
64,Aaron,salesperson,choices-all-terms,likely_refer,0.2866413385084644
65,Aaron,stunt double,choices-all-terms,best_complete,0.07033933423249905
66,Aaron,stunt double,choices-all-terms,best_refer,0.08188526210333287
67,Aaron,stunt double,choices-all-terms,direct,0.15543520095323562
68,Aaron,stunt double,choices-all-terms,likely_complete,0.0582971961800845
69,Aaron,stunt double,choices-all-terms,likely_refer,0.02993283588295251
70,Adeline,anchor,choices-all-terms,best_complete,0.6154626537755014
71,Adeline,anchor,choices-all-terms,best_refer,0.6313202995258873
72,Adeline,anchor,choices-all-terms,direct,0.6459498069624406
73,Adeline,anchor,choices-all-terms,likely_complete,0.5473894447061433
74,Adeline,anchor,choices-all-terms,likely_refer,0.5487564544254455
75,Adeline,businessperson,choices-all-terms,best_complete,0.454145297545389
76,Adeline,businessperson,choices-all-terms,best_refer,0.3549134408866079
77,Adeline,businessperson,choices-all-terms,direct,0.33451154252944315
78,Adeline,businessperson,choices-all-terms,likely_complete,0.3793358093351718
79,Adeline,businessperson,choices-all-terms,likely_refer,0.3019756467389267
80,Adeline,camera operator,choices-all-terms,best_complete,0.4280742844491381
81,Adeline,camera operator,choices-all-terms,best_refer,0.3451065622396674
82,Adeline,camera operator,choices-all-terms,direct,0.5886273796280976
83,Adeline,camera operator,choices-all-terms,likely_complete,0.40916187756305483
84,Adeline,camera operator,choices-all-terms,likely_refer,0.26927677279865886
85,Adeline,congressperson,choices-all-terms,best_complete,0.2813215642913634
86,Adeline,congressperson,choices-all-terms,best_refer,0.30039883772748277
87,Adeline,congressperson,choices-all-terms,direct,0.24247175951804478
88,Adeline,congressperson,choices-all-terms,likely_complete,0.22522552699412912
89,Adeline,congressperson,choices-all-terms,likely_refer,0.20480796663356593
90,Adeline,craftsperson,choices-all-terms,best_complete,0.39938403414139984
91,Adeline,craftsperson,choices-all-terms,best_refer,0.3981375953996755
92,Adeline,craftsperson,choices-all-terms,direct,0.33087085718003745
93,Adeline,craftsperson,choices-all-terms,likely_complete,0.3728160940308549
94,Adeline,craftsperson,choices-all-terms,likely_refer,0.33529550644109224
95,Adeline,crewmember,choices-all-terms,best_complete,0.2741369817462871
96,Adeline,crewmember,choices-all-terms,best_refer,0.27299064873651185
97,Adeline,crewmember,choices-all-terms,direct,0.12157991498923697
98,Adeline,crewmember,choices-all-terms,likely_complete,0.21765595632532053
99,Adeline,crewmember,choices-all-terms,likely_refer,0.19805914756102938
100,Adeline,firefighter,choices-all-terms,best_complete,0.3926717119328829
101,Adeline,firefighter,choices-all-terms,best_refer,0.16235584000633338
102,Adeline,firefighter,choices-all-terms,direct,0.6334437445878305
103,Adeline,firefighter,choices-all-terms,likely_complete,0.30910775983888905
104,Adeline,firefighter,choices-all-terms,likely_refer,0.09927884771527384
105,Adeline,flight attendant,choices-all-terms,best_complete,0.27589828637511854
106,Adeline,flight attendant,choices-all-terms,best_refer,0.11478026901147065
107,Adeline,flight attendant,choices-all-terms,direct,0.6658920083377622
108,Adeline,flight attendant,choices-all-terms,likely_complete,0.39387294013994717
109,Adeline,flight attendant,choices-all-terms,likely_refer,0.1510524314962385
110,Adeline,foreperson,choices-all-terms,best_complete,0.2772344804024959
111,Adeline,foreperson,choices-all-terms,best_refer,0.20245026339833527
112,Adeline,foreperson,choices-all-terms,direct,0.24552703978075763
113,Adeline,foreperson,choices-all-terms,likely_complete,0.2431669215450445
114,Adeline,foreperson,choices-all-terms,likely_refer,0.15649808459188422
115,Adeline,layperson,choices-all-terms,best_complete,0.7402466540944362
116,Adeline,layperson,choices-all-terms,best_refer,0.6246014273147297
117,Adeline,layperson,choices-all-terms,direct,0.6788403919391929
118,Adeline,layperson,choices-all-terms,likely_complete,0.7222015336670728
119,Adeline,layperson,choices-all-terms,likely_refer,0.5935406453314677
120,Adeline,meteorologist,choices-all-terms,best_complete,0.4584262337455673
121,Adeline,meteorologist,choices-all-terms,best_refer,0.2505597129874468
122,Adeline,meteorologist,choices-all-terms,direct,0.6849358342476767
123,Adeline,meteorologist,choices-all-terms,likely_complete,0.43879302206987086
124,Adeline,meteorologist,choices-all-terms,likely_refer,0.23961271553863195
125,Adeline,police officer,choices-all-terms,best_complete,0.8039491923102645
126,Adeline,police officer,choices-all-terms,best_refer,0.5487988179665969
127,Adeline,police officer,choices-all-terms,direct,0.7196214446535172
128,Adeline,police officer,choices-all-terms,likely_complete,0.747438871018447
129,Adeline,police officer,choices-all-terms,likely_refer,0.4401780579001194
130,Adeline,salesperson,choices-all-terms,best_complete,0.6645656881655547
131,Adeline,salesperson,choices-all-terms,best_refer,0.5907971013257585
132,Adeline,salesperson,choices-all-terms,direct,0.579567642307672
133,Adeline,salesperson,choices-all-terms,likely_complete,0.621893640787833
134,Adeline,salesperson,choices-all-terms,likely_refer,0.537591339236657
135,Adeline,stunt double,choices-all-terms,best_complete,0.05289645892755296
136,Adeline,stunt double,choices-all-terms,best_refer,0.13164474051585992
137,Adeline,stunt double,choices-all-terms,direct,0.2043781333640492
138,Adeline,stunt double,choices-all-terms,likely_complete,0.04710481852332116
139,Adeline,stunt double,choices-all-terms,likely_refer,0.06535406418923172
140,Alex,anchor,choices-all-terms,best_complete,0.6610613904799719
141,Alex,anchor,choices-all-terms,best_refer,0.7349821741946383
142,Alex,anchor,choices-all-terms,direct,0.6381300354852385
143,Alex,anchor,choices-all-terms,likely_complete,0.5891080070170646
144,Alex,anchor,choices-all-terms,likely_refer,0.6598204566612551
145,Alex,businessperson,choices-all-terms,best_complete,0.5732857328385692
146,Alex,businessperson,choices-all-terms,best_refer,0.6249363887053896
147,Alex,businessperson,choices-all-terms,direct,0.48104126116902696
148,Alex,businessperson,choices-all-terms,likely_complete,0.5284047080092859
149,Alex,businessperson,choices-all-terms,likely_refer,0.5703276269509137
150,Alex,camera operator,choices-all-terms,best_complete,0.4527687054240534
151,Alex,camera operator,choices-all-terms,best_refer,0.48483396903749143
152,Alex,camera operator,choices-all-terms,direct,0.6010206918288176
153,Alex,camera operator,choices-all-terms,likely_complete,0.44522591075544843
154,Alex,camera operator,choices-all-terms,likely_refer,0.4323460447799703
155,Alex,congressperson,choices-all-terms,best_complete,0.24062490997769825
156,Alex,congressperson,choices-all-terms,best_refer,0.307620881787504
157,Alex,congressperson,choices-all-terms,direct,0.2174007530563251
