,name,item,context,way_of_asking,p(reform)
0,Aaron,alderperson,choices-all-terms,best_complete,0.24779747463622925
1,Aaron,alderperson,choices-all-terms,best_refer,0.2603763295172436
2,Aaron,alderperson,choices-all-terms,direct,0.2955120990824068
3,Aaron,alderperson,choices-all-terms,likely_complete,0.2126142305207828
4,Aaron,alderperson,choices-all-terms,likely_refer,0.1649596161501752
5,Aaron,anchorperson,choices-all-terms,best_complete,0.4233627820242402
6,Aaron,anchorperson,choices-all-terms,best_refer,0.5401133477320215
7,Aaron,anchorperson,choices-all-terms,direct,0.5525828597987762
8,Aaron,anchorperson,choices-all-terms,likely_complete,0.3481143702898559
9,Aaron,anchorperson,choices-all-terms,likely_refer,0.3829863705048804
10,Aaron,assemblyperson,choices-all-terms,best_complete,0.3189286541939346
11,Aaron,assemblyperson,choices-all-terms,best_refer,0.35687948401048103
12,Aaron,assemblyperson,choices-all-terms,direct,0.434003259387816
13,Aaron,assemblyperson,choices-all-terms,likely_complete,0.24107485522673144
14,Aaron,assemblyperson,choices-all-terms,likely_refer,0.252530315348741
15,Aaron,ball person,choices-all-terms,best_complete,0.44095696716269384
16,Aaron,ball person,choices-all-terms,best_refer,0.4367743490784189
17,Aaron,ball person,choices-all-terms,direct,0.7335190018439653
18,Aaron,ball person,choices-all-terms,likely_complete,0.3767892763142113
19,Aaron,ball person,choices-all-terms,likely_refer,0.36929886748257296
20,Aaron,bartender,choices-all-terms,best_complete,0.6639150998467671
21,Aaron,bartender,choices-all-terms,best_refer,0.7150979232904017
22,Aaron,bartender,choices-all-terms,direct,0.694608596612253
23,Aaron,bartender,choices-all-terms,likely_complete,0.6615841429178165
24,Aaron,bartender,choices-all-terms,likely_refer,0.7203941261393413
25,Aaron,businessperson,choices-all-terms,best_complete,0.4274878688629224
26,Aaron,businessperson,choices-all-terms,best_refer,0.491048649449971
27,Aaron,businessperson,choices-all-terms,direct,0.4396156541553158
28,Aaron,businessperson,choices-all-terms,likely_complete,0.3599930132553808
29,Aaron,businessperson,choices-all-terms,likely_refer,0.38939179007498287
30,Aaron,camera operator,choices-all-terms,best_complete,0.33511433242029315
31,Aaron,camera operator,choices-all-terms,best_refer,0.40734866932158115
32,Aaron,camera operator,choices-all-terms,direct,0.5795386347971695
33,Aaron,camera operator,choices-all-terms,likely_complete,0.31816416473994563
34,Aaron,camera operator,choices-all-terms,likely_refer,0.35245189945017236
35,Aaron,caveperson,choices-all-terms,best_complete,0.18034872717565223
36,Aaron,caveperson,choices-all-terms,best_refer,0.2378570770894423
37,Aaron,caveperson,choices-all-terms,direct,0.2710843092197539
38,Aaron,caveperson,choices-all-terms,likely_complete,0.1639123511124427
39,Aaron,caveperson,choices-all-terms,likely_refer,0.16881817985615613
40,Aaron,chairperson,choices-all-terms,best_complete,0.1440473423076535
41,Aaron,chairperson,choices-all-terms,best_refer,0.11997790266063559
42,Aaron,chairperson,choices-all-terms,direct,0.2016965225017048
43,Aaron,chairperson,choices-all-terms,likely_complete,0.14156438983373035
44,Aaron,chairperson,choices-all-terms,likely_refer,0.15244386597287637
45,Aaron,cleaning person,choices-all-terms,best_complete,0.6533360869504682
46,Aaron,cleaning person,choices-all-terms,best_refer,0.6406587433198374
47,Aaron,cleaning person,choices-all-terms,direct,0.6406282042190978
48,Aaron,cleaning person,choices-all-terms,likely_complete,0.5876090626292315
49,Aaron,cleaning person,choices-all-terms,likely_refer,0.5660018276052244
50,Aaron,clergyperson,choices-all-terms,best_complete,0.3567270947915368
51,Aaron,clergyperson,choices-all-terms,best_refer,0.3672761666473547
52,Aaron,clergyperson,choices-all-terms,direct,0.30749449060790385
53,Aaron,clergyperson,choices-all-terms,likely_complete,0.3074625737550184
54,Aaron,clergyperson,choices-all-terms,likely_refer,0.27972088994503935
55,Aaron,congressperson,choices-all-terms,best_complete,0.10884865556361377
56,Aaron,congressperson,choices-all-terms,best_refer,0.1284259736967712
57,Aaron,congressperson,choices-all-terms,direct,0.16093528116768943
58,Aaron,congressperson,choices-all-terms,likely_complete,0.08161632007300056
59,Aaron,congressperson,choices-all-terms,likely_refer,0.07532222237934454
60,Aaron,councilperson,choices-all-terms,best_complete,0.37117093867569384
61,Aaron,councilperson,choices-all-terms,best_refer,0.39068654400374303
62,Aaron,councilperson,choices-all-terms,direct,0.32070743284585973
63,Aaron,councilperson,choices-all-terms,likely_complete,0.30265779791851866
64,Aaron,councilperson,choices-all-terms,likely_refer,0.3328115397397023
65,Aaron,cow herder,choices-all-terms,best_complete,0.12920149137826367
66,Aaron,cow herder,choices-all-terms,best_refer,0.22570076415206952
67,Aaron,cow herder,choices-all-terms,direct,0.2435493062935891
68,Aaron,cow herder,choices-all-terms,likely_complete,0.11759946967633143
69,Aaron,cow herder,choices-all-terms,likely_refer,0.20240556699970866
70,Aaron,craftsperson,choices-all-terms,best_complete,0.21499201106720536
71,Aaron,craftsperson,choices-all-terms,best_refer,0.22993189380200194
72,Aaron,craftsperson,choices-all-terms,direct,0.21543950136763812
73,Aaron,craftsperson,choices-all-terms,likely_complete,0.18586210173160347
